year,exporter_iso3_code,sector,value,region,country
2002,RWA,Textile & Apparel Manufacturing,4.624047,Africa,Rwanda
2002,SDN,Agricultural & Foods,3148.485965,Africa,Sudan
2002,SDN,Industrial Equipment & Technology,94.370759,Africa,Sudan
2002,SEN,Agricultural & Foods,203.870689,Africa,Senegal
2002,SEN,Art & Collectibles,92.483793,Africa,Senegal
2002,SEN,Chemical & Pharmaceutical,1871.385371,Africa,Senegal
2002,SEN,Consumer Goods & Crafts,507.564604,Africa,Senegal
2002,SEN,Industrial Equipment & Technology,618.507517,Africa,Senegal
2002,SEN,Textile & Apparel Manufacturing,2487.009735,Africa,Senegal
2002,SLE,Agricultural & Foods,678.722534,Africa,Sierra Leone
2002,SLE,Art & Collectibles,24.63618,Africa,Sierra Leone
2002,SLE,Base Metals,148.402725,Africa,Sierra Leone
2002,SLE,Chemical & Pharmaceutical,510.090491,Africa,Sierra Leone
2002,SLE,Consumer Goods & Crafts,2166.658281,Africa,Sierra Leone
2002,SLE,Energy & Minerals,52.091791,Africa,Sierra Leone
2002,SLE,Industrial Equipment & Technology,318.152927,Africa,Sierra Leone
2002,SLE,Textile & Apparel Manufacturing,747.671459,Africa,Sierra Leone
2002,SOM,Agricultural & Foods,,Africa,Somalia
2002,SOM,Chemical & Pharmaceutical,,Africa,Somalia
2002,SOM,Consumer Goods & Crafts,,Africa,Somalia
2002,SOM,Energy & Minerals,,Africa,Somalia
2002,SOM,Industrial Equipment & Technology,,Africa,Somalia
2002,SOM,Textile & Apparel Manufacturing,,Africa,Somalia
2002,STP,Art & Collectibles,14.376948,Africa,Sao Tome and Principe
2002,STP,Chemical & Pharmaceutical,57.536002,Africa,Sao Tome and Principe
2002,STP,Consumer Goods & Crafts,1581.459609,Africa,Sao Tome and Principe
2002,STP,Industrial Equipment & Technology,273.735591,Africa,Sao Tome and Principe
2002,STP,Textile & Apparel Manufacturing,12.176683,Africa,Sao Tome and Principe
2002,SWZ,Agricultural & Foods,14845.881051,Africa,Eswatini
2002,SWZ,Art & Collectibles,4.464683,Africa,Eswatini
2002,SWZ,Base Metals,137.259927,Africa,Eswatini
2002,SWZ,Chemical & Pharmaceutical,1754.995033,Africa,Eswatini
2002,SWZ,Consumer Goods & Crafts,18254.201406,Africa,Eswatini
2002,SWZ,Industrial Equipment & Technology,14697.130382,Africa,Eswatini
2002,SWZ,Textile & Apparel Manufacturing,173394.934077,Africa,Eswatini
2002,SYC,Agricultural & Foods,50.662366,Africa,Seychelles
2002,SYC,Base Metals,26.032687,Africa,Seychelles
2002,SYC,Chemical & Pharmaceutical,29220.107025,Africa,Seychelles
2002,SYC,Consumer Goods & Crafts,68.802442,Africa,Seychelles
2002,SYC,Energy & Minerals,292.71299,Africa,Seychelles
2002,SYC,Industrial Equipment & Technology,4856.038415,Africa,Seychelles
2002,SYC,Textile & Apparel Manufacturing,1.057758,Africa,Seychelles
2002,TCD,Agricultural & Foods,13603.580327,Africa,Chad
2002,TCD,Consumer Goods & Crafts,84.46861,Africa,Chad
2002,TCD,Energy & Minerals,51.221665,Africa,Chad
2002,TCD,Industrial Equipment & Technology,147.212531,Africa,Chad
2002,TGO,Agricultural & Foods,3394.990559,Africa,Togo
2002,TGO,Art & Collectibles,104.302589,Africa,Togo
2002,TGO,Base Metals,7.729117,Africa,Togo
2002,TGO,Chemical & Pharmaceutical,163.045715,Africa,Togo
2002,TGO,Consumer Goods & Crafts,31.853162,Africa,Togo
2002,TGO,Industrial Equipment & Technology,126.314009,Africa,Togo
2002,TGO,Textile & Apparel Manufacturing,485.819147,Africa,Togo
2002,TUN,Agricultural & Foods,4368.769506,Africa,Tunisia
2002,TUN,Art & Collectibles,507.367259,Africa,Tunisia
2002,TUN,Base Metals,1223.70248,Africa,Tunisia
2002,TUN,Chemical & Pharmaceutical,5066.949956,Africa,Tunisia
2002,TUN,Consumer Goods & Crafts,13405.229975,Africa,Tunisia
2002,TUN,Energy & Minerals,36647.758553,Africa,Tunisia
2002,TUN,Industrial Equipment & Technology,13609.168855,Africa,Tunisia
2002,TUN,Textile & Apparel Manufacturing,61193.321264,Africa,Tunisia
2002,TZA,Agricultural & Foods,7966.961209,Africa,Tanzania
2002,TZA,Art & Collectibles,222.206383,Africa,Tanzania
2002,TZA,Base Metals,1564.449302,Africa,Tanzania
2002,TZA,Chemical & Pharmaceutical,8820.74859,Africa,Tanzania
2002,TZA,Consumer Goods & Crafts,14652.029095,Africa,Tanzania
2002,TZA,Industrial Equipment & Technology,2940.561958,Africa,Tanzania
2002,TZA,Textile & Apparel Manufacturing,1867.105874,Africa,Tanzania
2002,UGA,Agricultural & Foods,467.024663,Africa,Uganda
2002,UGA,Art & Collectibles,141.205733,Africa,Uganda
2002,UGA,Base Metals,1252.948773,Africa,Uganda
2002,UGA,Chemical & Pharmaceutical,10912.260432,Africa,Uganda
2002,UGA,Consumer Goods & Crafts,261.481486,Africa,Uganda
2002,UGA,Energy & Minerals,388.944381,Africa,Uganda
2002,UGA,Industrial Equipment & Technology,21208.84698,Africa,Uganda
2002,UGA,Textile & Apparel Manufacturing,307.152722,Africa,Uganda
2002,ZAF,Agricultural & Foods,199452.747447,Africa,South Africa
2002,ZAF,Art & Collectibles,10989.128172,Africa,South Africa
2002,ZAF,Base Metals,1202802.948705,Africa,South Africa
2002,ZAF,Chemical & Pharmaceutical,533845.519211,Africa,South Africa
2002,ZAF,Consumer Goods & Crafts,3655093.513564,Africa,South Africa
2002,ZAF,Energy & Minerals,1078173.567443,Africa,South Africa
2002,ZAF,Industrial Equipment & Technology,1947538.130908,Africa,South Africa
2002,ZAF,Textile & Apparel Manufacturing,587261.329583,Africa,South Africa
2002,ZMB,Agricultural & Foods,100.048658,Africa,Zambia
2002,ZMB,Art & Collectibles,309.343079,Africa,Zambia
2002,ZMB,Base Metals,12076.53014,Africa,Zambia
2002,ZMB,Chemical & Pharmaceutical,3391.092932,Africa,Zambia
2002,ZMB,Consumer Goods & Crafts,6085.334588,Africa,Zambia
2002,ZMB,Energy & Minerals,125.462647,Africa,Zambia
2002,ZMB,Industrial Equipment & Technology,3248.486402,Africa,Zambia
2002,ZMB,Textile & Apparel Manufacturing,2805.956304,Africa,Zambia
2002,ZWE,Agricultural & Foods,86847.27045,Africa,Zimbabwe
2002,ZWE,Art & Collectibles,1669.87238,Africa,Zimbabwe
2002,ZWE,Base Metals,44426.198946,Africa,Zimbabwe
2002,ZWE,Chemical & Pharmaceutical,578.988098,Africa,Zimbabwe
2002,ZWE,Consumer Goods & Crafts,103756.321457,Africa,Zimbabwe
2002,ZWE,Energy & Minerals,9737.565897,Africa,Zimbabwe
2002,ZWE,Industrial Equipment & Technology,3487.406053,Africa,Zimbabwe
2002,ZWE,Textile & Apparel Manufacturing,22683.187242,Africa,Zimbabwe
2003,AGO,Art & Collectibles,175.094847,Africa,Angola
2003,AGO,Base Metals,19.40874,Africa,Angola
2003,AGO,Consumer Goods & Crafts,48352.745906,Africa,Angola
2003,AGO,Energy & Minerals,10481092.787614,Africa,Angola
2003,AGO,Industrial Equipment & Technology,1204.216349,Africa,Angola
2003,AGO,Textile & Apparel Manufacturing,5.644223,Africa,Angola
2003,BDI,Agricultural & Foods,38.451298,Africa,Burundi
2003,BDI,Chemical & Pharmaceutical,82.841734,Africa,Burundi
2003,BDI,Consumer Goods & Crafts,5.46707,Africa,Burundi
2003,BDI,Industrial Equipment & Technology,20646.592627,Africa,Burundi
2003,BDI,Textile & Apparel Manufacturing,3.626638,Africa,Burundi
2003,BEN,Agricultural & Foods,538.918658,Africa,Benin
2003,BEN,Art & Collectibles,43.317873,Africa,Benin
2003,BEN,Base Metals,6.513295,Africa,Benin
2003,BEN,Consumer Goods & Crafts,156.035054,Africa,Benin
2003,BEN,Textile & Apparel Manufacturing,270.801395,Africa,Benin
2003,BFA,Agricultural & Foods,314.846084,Africa,Burkina Faso
2003,BFA,Art & Collectibles,384.6008,Africa,Burkina Faso
2003,BFA,Base Metals,261.417718,Africa,Burkina Faso
2003,BFA,Chemical & Pharmaceutical,68.735877,Africa,Burkina Faso
2003,BFA,Consumer Goods & Crafts,166.354916,Africa,Burkina Faso
2003,BFA,Industrial Equipment & Technology,300.155195,Africa,Burkina Faso
2003,BFA,Textile & Apparel Manufacturing,31.281505,Africa,Burkina Faso
2003,BWA,Agricultural & Foods,20.207196,Africa,Botswana
2003,BWA,Art & Collectibles,10.103598,Africa,Botswana
2003,BWA,Chemical & Pharmaceutical,7.724922,Africa,Botswana
2003,BWA,Consumer Goods & Crafts,8785.118897,Africa,Botswana
2003,BWA,Industrial Equipment & Technology,106.924935,Africa,Botswana
2003,BWA,Textile & Apparel Manufacturing,11257.332213,Africa,Botswana
2003,CAF,Agricultural & Foods,176.791897,Africa,Central African Republic
2003,CAF,Art & Collectibles,232.209237,Africa,Central African Republic
2003,CAF,Chemical & Pharmaceutical,1.485865,Africa,Central African Republic
2003,CAF,Consumer Goods & Crafts,2196.628968,Africa,Central African Republic
2003,CAF,Industrial Equipment & Technology,1440.725009,Africa,Central African Republic
2003,CAF,Textile & Apparel Manufacturing,5.175582,Africa,Central African Republic
2003,CIV,Agricultural & Foods,647400.12217,Africa,Côte d'Ivoire
2003,CIV,Art & Collectibles,3276.988811,Africa,Côte d'Ivoire
2003,CIV,Base Metals,6120.687948,Africa,Côte d'Ivoire
2003,CIV,Chemical & Pharmaceutical,4519.910984,Africa,Côte d'Ivoire
2003,CIV,Consumer Goods & Crafts,19590.064417,Africa,Côte d'Ivoire
2003,CIV,Energy & Minerals,95424.570699,Africa,Côte d'Ivoire
2003,CIV,Industrial Equipment & Technology,5948.465074,Africa,Côte d'Ivoire
2003,CIV,Textile & Apparel Manufacturing,1296.227273,Africa,Côte d'Ivoire
2003,CMR,Agricultural & Foods,30679.441626,Africa,Cameroon
2003,CMR,Art & Collectibles,1352.848606,Africa,Cameroon
2003,CMR,Base Metals,376.668595,Africa,Cameroon
2003,CMR,Chemical & Pharmaceutical,8690.993983,Africa,Cameroon
2003,CMR,Consumer Goods & Crafts,19807.672886,Africa,Cameroon
2003,CMR,Energy & Minerals,269268.916899,Africa,Cameroon
2003,CMR,Industrial Equipment & Technology,6353.414729,Africa,Cameroon
2003,CMR,Textile & Apparel Manufacturing,670.264908,Africa,Cameroon
2003,COD,Agricultural & Foods,5421.873269,Africa,DR Congo
2003,COD,Art & Collectibles,11052.031388,Africa,DR Congo
2003,COD,Base Metals,5903.915298,Africa,DR Congo
2003,COD,Chemical & Pharmaceutical,842.375707,Africa,DR Congo
2003,COD,Consumer Goods & Crafts,81491.819157,Africa,DR Congo
2003,COD,Energy & Minerals,343833.887203,Africa,DR Congo
2003,COD,Industrial Equipment & Technology,1571.576628,Africa,DR Congo
2003,COD,Textile & Apparel Manufacturing,38.215533,Africa,DR Congo
2003,COG,Agricultural & Foods,12742.920525,Africa,Congo Republic
2003,COG,Art & Collectibles,2897.649057,Africa,Congo Republic
2003,COG,Base Metals,1229.974738,Africa,Congo Republic
2003,COG,Chemical & Pharmaceutical,939.085103,Africa,Congo Republic
2003,COG,Consumer Goods & Crafts,31339.053983,Africa,Congo Republic
2003,COG,Energy & Minerals,1136695.687535,Africa,Congo Republic
2003,COG,Industrial Equipment & Technology,895.998753,Africa,Congo Republic
2003,COG,Textile & Apparel Manufacturing,2.414423,Africa,Congo Republic
2003,COM,Agricultural & Foods,26.978642,Africa,Comoros
2003,COM,Chemical & Pharmaceutical,160.07428,Africa,Comoros
2003,COM,Industrial Equipment & Technology,5982.80747,Africa,Comoros
2003,CPV,Agricultural & Foods,156.122938,Africa,Cabo Verde
2003,CPV,Consumer Goods & Crafts,12.399623,Africa,Cabo Verde
2003,CPV,Industrial Equipment & Technology,1165.828634,Africa,Cabo Verde
2003,CPV,Textile & Apparel Manufacturing,3616.985283,Africa,Cabo Verde
2003,DJI,Agricultural & Foods,213.163848,Africa,Djibouti
2003,DJI,Art & Collectibles,5.671788,Africa,Djibouti
2003,DJI,Industrial Equipment & Technology,60.980919,Africa,Djibouti
2003,DZA,Agricultural & Foods,127.818477,Africa,Algeria
2003,DZA,Art & Collectibles,384.374615,Africa,Algeria
